Cell Type,Bait,Hit,Bait.ensg,Hit.ensg,Bait.name,Hit.name,Sum TIC,Spectra,% Coverage
IMCD3,Nphp4,IMDH1_MOUSE,ENSMUSG00000039577,ENSMUSG00000003500,Nphp4,Impdh1,,1,1.4
IMCD3,Nphp4,LIN54_MOUSE,ENSMUSG00000039577,ENSMUSG00000035310,Nphp4,Lin54,,1,10.2
IMCD3,Nphp4,MED14_MOUSE,ENSMUSG00000039577,ENSMUSG00000064127,Nphp4,Med14,,1,2.6
IMCD3,Nphp4,MKL2_MOUSE,ENSMUSG00000039577,ENSMUSG00000009569,Nphp4,Mkl2,,1,0.7
IMCD3,Nphp4,NID2_MOUSE,ENSMUSG00000039577,ENSMUSG00000021806,Nphp4,Nid2,,1,0.6
IMCD3,Nphp4,NUP93_MOUSE,ENSMUSG00000039577,ENSMUSG00000032939,Nphp4,Nup93,,1,2.3
IMCD3,Nphp4,O88715_MOUSE,ENSMUSG00000039577,ENSMUSG00000037974,Nphp4,Muc5ac,,1,1.7
IMCD3,Nphp4,OBSCN_MOUSE,ENSMUSG00000039577,ENSMUSG00000061462,Nphp4,Obscn,,1,1.4
IMCD3,Nphp4,ORC1_MOUSE,ENSMUSG00000039577,ENSMUSG00000028587,Nphp4,Orc1l,,1,1.6
IMCD3,Nphp4,PAR6G_MOUSE,ENSMUSG00000039577,ENSMUSG00000056214,Nphp4,Pard6g,,1,2.7
IMCD3,Nphp4,PCBP3_MOUSE,ENSMUSG00000039577,ENSMUSG00000001120,Nphp4,Pcbp3,,1,6.2
IMCD3,Nphp4,PKP1_MOUSE,ENSMUSG00000039577,ENSMUSG00000026413,Nphp4,Pkp1,,1,2.1
IMCD3,Nphp4,PRDX1_MOUSE,ENSMUSG00000039577,ENSMUSG00000028691,Nphp4,Prdx1,,1,4.7
IMCD3,Nphp4,PRKDC_MOUSE,ENSMUSG00000039577,ENSMUSG00000022672,Nphp4,Prkdc,,1,0.4
IMCD3,Nphp4,PYGL_MOUSE,ENSMUSG00000039577,ENSMUSG00000021069,Nphp4,Pygl,,1,2.5
IMCD3,Nphp4,Q148U4_MOUSE,ENSMUSG00000039577,ENSMUSG00000040624,Nphp4,Plekhg1,,1,5.3
IMCD3,Nphp4,Q3UF86_MOUSE,ENSMUSG00000039577,ENSMUSG00000041828,Nphp4,Abca8a,,1,
IMCD3,Nphp4,Q6KAP1_MOUSE,ENSMUSG00000039577,ENSMUSG00000024483,Nphp4,Ankhd1,,1,3.3
IMCD3,Nphp4,Q71LX8_MOUSE,ENSMUSG00000039577,ENSMUSG00000023944,Nphp4,Hsp90ab1,,1,27.6
IMCD3,Nphp4,Q8C9E5_MOUSE,ENSMUSG00000039577,ENSMUSG00000045520,Nphp4,Gm9799,,1,6.5
IMCD3,Nphp4,RCN2_MOUSE,ENSMUSG00000039577,ENSMUSG00000032320,Nphp4,Rcn2,,1,4.7
IMCD3,Nphp4,RGPA2_MOUSE,ENSMUSG00000039577,ENSMUSG00000037110,Nphp4,Ralgapa2,,1,2.7
IMCD3,Nphp4,RPB2_MOUSE,ENSMUSG00000039577,ENSMUSG00000029250,Nphp4,Polr2b,,1,0.9
IMCD3,Nphp4,RSRC1_MOUSE,ENSMUSG00000039577,ENSMUSG00000034544,Nphp4,Rsrc1,,1,15.6
IMCD3,Nphp4,SHAN3_MOUSE,ENSMUSG00000039577,ENSMUSG00000022623,Nphp4,Shank3,,1,0.6
IMCD3,Nphp4,SPB7_MOUSE,ENSMUSG00000039577,ENSMUSG00000067001,Nphp4,Serpinb7,,1,2.6
IMCD3,Nphp4,SSRA_MOUSE,ENSMUSG00000039577,ENSMUSG00000021427,Nphp4,Ssr1,,1,5.2
IMCD3,Nphp4,T6441_MOUSE,ENSMUSG00000039577,ENSMUSG00000024352,Nphp4,Spata24,,1,4.9
IMCD3,Nphp4,TBB3_MOUSE,ENSMUSG00000039577,ENSMUSG00000062380,Nphp4,Tubb3,,1,22.4
IMCD3,Nphp4,THIM_MOUSE,ENSMUSG00000039577,ENSMUSG00000036880,Nphp4,Acaa2,,1,3.5
IMCD3,Nphp4,TR150_MOUSE,ENSMUSG00000039577,ENSMUSG00000043962,Nphp4,Thrap3,,1,2.8
IMCD3,Nphp4,TRAP1_MOUSE,ENSMUSG00000039577,ENSMUSG00000005981,Nphp4,Trap1,,1,2.0
IMCD3,Nphp4,TSSK4_MOUSE,ENSMUSG00000039577,ENSMUSG00000007591,Nphp4,Tssk4,,1,2.1
IMCD3,Nphp4,TTC27_MOUSE,ENSMUSG00000039577,ENSMUSG00000024078,Nphp4,Ttc27,,1,0.8
IMCD3,Nphp4,USMG5_MOUSE,ENSMUSG00000039577,ENSMUSG00000071528,Nphp4,Usmg5,,1,17.2
IMCD3,Nphp4,VP13C_MOUSE,ENSMUSG00000039577,ENSMUSG00000035284,Nphp4,Vps13c,,1,0.6
IMCD3,Nphp4,YE031_MOUSE,ENSMUSG00000039577,ENSMUSG00000039801,Nphp4,2410089E03Rik,,1,0.3
IMCD3,Nphp4,YETS2_MOUSE,ENSMUSG00000039577,ENSMUSG00000041215,Nphp4,Yeats2,,1,0.8
IMCD3,Nphp4,ZDH13_MOUSE,ENSMUSG00000039577,ENSMUSG00000030471,Nphp4,Zdhhc13,,1,3.4
