Cell Type,Bait,Hit,Bait.ensg,Hit.ensg,Bait.name,Hit.name,Sum TIC,Spectra,% Coverage
3T3,Ahi1,SP|P42932|TCPQ_MOUSE,ENSMUSG00000019986,ENSMUSG00000025613,Ahi1,Cct8,24000.0,2,4.0
3T3,Ahi1,SP|Q8BZ64|TECT1_MOUSE,ENSMUSG00000019986,ENSMUSG00000038593,Ahi1,Tctn1,19000.0,2,4.9
3T3,Ahi1,SP|Q3SYP5|Q3SYP5_MOUSE,ENSMUSG00000019986,ENSMUSG00000053797,Ahi1,Krt16,45000.0,9,10.2
3T3,Ahi1,SP|P05213|TBA1B_MOUSE,ENSMUSG00000019986,ENSMUSG00000023004,Ahi1,Tuba1b,110000.0,19,16.0
3T3,Ahi1,SP|P38647|GRP75_MOUSE,ENSMUSG00000019986,ENSMUSG00000024359,Ahi1,Hspa9,130000.0,11,16.9
3T3,Ahi1,SP|A1L0X5|A1L0X5_MOUSE,ENSMUSG00000019986,ENSMUSG00000050463,Ahi1,Krt78,73000.0,4,1.8
3T3,Ahi1,SP|P99024|TBB5_MOUSE,ENSMUSG00000019986,ENSMUSG00000001525,Ahi1,Tubb5,100000.0,14,14.4
3T3,Ahi1,SP|Q6NXH9|Q6NXH9_MOUSE,ENSMUSG00000019986,ENSMUSG00000063661,Ahi1,Krt73,310000.0,18,11.1
3T3,Ahi1,SP|Q2M1G8|Q2M1G8_MOUSE,ENSMUSG00000019986,ENSMUSG00000053654,Ahi1,Krt42,150000.0,16,14.8
3T3,Ahi1,SP|Q284W0|Q284W0_MOUSE,ENSMUSG00000019986,ENSMUSG00000034121,Ahi1,Mks1,97000.0,8,9.3
3T3,Ahi1,SP|Q8K3E5|AHI1_MOUSE,ENSMUSG00000019986,ENSMUSG00000019986,Ahi1,Ahi1,85000000.0,1789,73.2
3T3,Ahi1,SP|P04104|K2C1_MOUSE,ENSMUSG00000019986,ENSMUSG00000046834,Ahi1,Krt1,4100000.0,168,6.6
3T3,Ahi1,SP|Q08EK4|Q08EK4_MOUSE,ENSMUSG00000019986,ENSMUSG00000067594,Ahi1,Krt77,110000.0,6,6.6
3T3,Ahi1,SP|A2A4G4|A2A4G4_MOUSE,ENSMUSG00000019986,ENSMUSG00000045545,Ahi1,Krt14,210000.0,32,12.2
3T3,Ahi1,SP|A2A513|A2A513_MOUSE,ENSMUSG00000019986,ENSMUSG00000019761,Ahi1,Krt10,4000000.0,236,25.2
3T3,Ahi1,SP|Q3UV17|Q3UV17_MOUSE,ENSMUSG00000019986,ENSMUSG00000075402,Ahi1,Krt76,910000.0,61,6.4
3T3,Ahi1,SP|A2AM57|A2AM57_MOUSE,ENSMUSG00000019986,ENSMUSG00000028344,Ahi1,Nphp2,3800000.0,195,35.8
3T3,Ahi1,SP|A2AUF6|A2AUF6_MOUSE,ENSMUSG00000019986,ENSMUSG00000026864,Ahi1,Hspa5,230000.0,23,31.9
3T3,Ahi1,SP|A2A4G1|A2A4G1_MOUSE,ENSMUSG00000019986,ENSMUSG00000054146,Ahi1,Krt15,78000.0,6,7.5
3T3,Ahi1,SP|Q3TTY5|K22E_MOUSE,ENSMUSG00000019986,ENSMUSG00000064201,Ahi1,Krt2,500000.0,44,8.8
3T3,Ahi1,SP|P60710|ACTB_MOUSE,ENSMUSG00000019986,ENSMUSG00000029580,Ahi1,Actb,5100.0,2,10.2
3T3,Ahi1,SP|Q8CFW7|Q8CFW7_MOUSE,ENSMUSG00000019986,ENSMUSG00000039765,Ahi1,Cc2d2a,17000.0,3,1.6
3T3,Ahi1,SP|P63017|HSP7C_MOUSE,ENSMUSG00000019986,ENSMUSG00000015656,Ahi1,Hspa8,4200000.0,214,53.4
3T3,Ahi1,SP|A5JUZ1|A5JUZ1_MOUSE,ENSMUSG00000019986,ENSMUSG00000020460,Ahi1,Rps27a,310000.0,29,24.4
3T3,Ahi1,SP|A2A4H7|A2A4H7_MOUSE,ENSMUSG00000019986,ENSMUSG00000001552,Ahi1,Jup,71000.0,10,10.6
3T3,Ahi1,SP|Q32P04|Q32P04_MOUSE,ENSMUSG00000019986,ENSMUSG00000061527,Ahi1,Krt5,350000.0,30,20.1
3T3,Ahi1,SP|Q71LX8|Q71LX8_MOUSE,ENSMUSG00000019986,ENSMUSG00000023944,Ahi1,Hsp90ab1,530000.0,42,13.0
3T3,Ahi1,SP|A2A637|A2A637_MOUSE,ENSMUSG00000019986,ENSMUSG00000042678,Ahi1,Myo15,120000.0,2,0.9
3T3,Ahi1,SP|P07901|HS90A_MOUSE,ENSMUSG00000019986,ENSMUSG00000021270,Ahi1,Hsp90aa1,21000.0,3,6.0
3T3,Ahi1,SP|O70433|FHL2_MOUSE,ENSMUSG00000019986,ENSMUSG00000008136,Ahi1,Fhl2,52000.0,6,18.6
3T3,Mks1,SP|Q2MV57|TECT2_MOUSE,ENSMUSG00000034121,ENSMUSG00000029386,Mks1,Tctn2,180000.0,28,23.7
3T3,Mks1,SP|Q8BZ64|TECT1_MOUSE,ENSMUSG00000034121,ENSMUSG00000038593,Mks1,Tctn1,120000.0,17,21.4
3T3,Mks1,SP|Q3SYP5|Q3SYP5_MOUSE,ENSMUSG00000034121,ENSMUSG00000053797,Mks1,Krt16,210000.0,8,10.7
3T3,Mks1,SP|P28301|LYOX_MOUSE,ENSMUSG00000034121,ENSMUSG00000024529,Mks1,Lox,45000.0,7,12.9
3T3,Mks1,SP|P05213|TBA1B_MOUSE,ENSMUSG00000034121,ENSMUSG00000023004,Mks1,Tuba1b,300000.0,36,24.4
3T3,Mks1,SP|A1L0X5|A1L0X5_MOUSE,ENSMUSG00000034121,ENSMUSG00000050463,Mks1,Krt78,1200000.0,13,1.5
3T3,Mks1,SP|Q8R2Q6|TECT3_MOUSE,ENSMUSG00000034121,ENSMUSG00000025008,Mks1,Tctn3,93000.0,19,20.6
3T3,Mks1,SP|Q6NXH9|Q6NXH9_MOUSE,ENSMUSG00000034121,ENSMUSG00000063661,Mks1,Krt73,190000.0,23,12.6
3T3,Mks1,SP|Q2M1G8|Q2M1G8_MOUSE,ENSMUSG00000034121,ENSMUSG00000053654,Mks1,Krt42,150000.0,10,15.3
3T3,Mks1,SP|Q284W0|Q284W0_MOUSE,ENSMUSG00000034121,ENSMUSG00000034121,Mks1,Mks1,12000000.0,332,45.5
3T3,Mks1,SP|P04104|K2C1_MOUSE,ENSMUSG00000034121,ENSMUSG00000046834,Mks1,Krt1,4600000.0,119,6.3
3T3,Mks1,SP|Q08EK4|Q08EK4_MOUSE,ENSMUSG00000034121,ENSMUSG00000067594,Mks1,Krt77,950000.0,5,5.1
3T3,Mks1,SP|A2A513|A2A513_MOUSE,ENSMUSG00000034121,ENSMUSG00000019761,Mks1,Krt10,6200000.0,214,22.3
3T3,Mks1,SP|A2AUF6|A2AUF6_MOUSE,ENSMUSG00000034121,ENSMUSG00000026864,Mks1,Hspa5,77000.0,10,18.5
3T3,Mks1,SP|P10126|EF1A1_MOUSE,ENSMUSG00000034121,ENSMUSG00000037742,Mks1,Eef1a1,79000.0,4,4.1
3T3,Mks1,SP|Q3TTY5|K22E_MOUSE,ENSMUSG00000034121,ENSMUSG00000064201,Mks1,Krt2,600000.0,43,16.1
3T3,Mks1,SP|A2A4G1|A2A4G1_MOUSE,ENSMUSG00000034121,ENSMUSG00000054146,Mks1,Krt15,540000.0,7,7.5
3T3,Mks1,SP|Q8CFW7|Q8CFW7_MOUSE,ENSMUSG00000034121,ENSMUSG00000039765,Mks1,Cc2d2a,46000.0,9,9.8
3T3,Mks1,SP|A0AUM5|A0AUM5_MOUSE,ENSMUSG00000034121,ENSMUSG00000060093,Mks1,Hist1h4h,73000.0,4,28.2
3T3,Mks1,SP|A2A4H7|A2A4H7_MOUSE,ENSMUSG00000034121,ENSMUSG00000001552,Mks1,Jup,120000.0,8,6.4
3T3,Mks1,SP|Q32P04|Q32P04_MOUSE,ENSMUSG00000034121,ENSMUSG00000061527,Mks1,Krt5,420000.0,39,19.2
3T3,Mks1,SP|Q71LX8|Q71LX8_MOUSE,ENSMUSG00000034121,ENSMUSG00000023944,Mks1,Hsp90ab1,12000.0,3,7.9
3T3,Mks1,SP|Q5NCM9|Q5NCM9_MOUSE,ENSMUSG00000034121,ENSMUSG00000001039,Mks1,B9d1,310000.0,18,55.1
3T3,Mks1,SP|P38647|GRP75_MOUSE,ENSMUSG00000034121,ENSMUSG00000024359,Mks1,Hspa9,53000.0,10,14.6
3T3,Mks1,SP|Q9QZ83|Q9QZ83_MOUSE,ENSMUSG00000034121,ENSMUSG00000062825,Mks1,Actg1,6900.0,2,23.1
3T3,Mks1,SP|P99024|TBB5_MOUSE,ENSMUSG00000034121,ENSMUSG00000001525,Mks1,Tubb5,270000.0,27,22.5
3T3,Mks1,SP|A2A4G4|A2A4G4_MOUSE,ENSMUSG00000034121,ENSMUSG00000045545,Mks1,Krt14,550000.0,29,20.2
3T3,Mks1,SP|Q3UV17|Q3UV17_MOUSE,ENSMUSG00000034121,ENSMUSG00000075402,Mks1,Krt76,1600000.0,39,5.9
3T3,Mks1,SP|P97350|PKP1_MOUSE,ENSMUSG00000034121,ENSMUSG00000026413,Mks1,Pkp1,39000.0,4,3.6
3T3,Mks1,SP|P50446|K2C6A_MOUSE,ENSMUSG00000034121,ENSMUSG00000058354,Mks1,Krt6a,140000.0,5,16.8
3T3,Mks1,SP|P60710|ACTB_MOUSE,ENSMUSG00000034121,ENSMUSG00000029580,Mks1,Actb,420000.0,29,23.1
3T3,Mks1,SP|P63017|HSP7C_MOUSE,ENSMUSG00000034121,ENSMUSG00000015656,Mks1,Hspa8,6200000.0,375,72.4
3T3,Mks1,SP|A2A4G6|A2A4G6_MOUSE,ENSMUSG00000034121,ENSMUSG00000035557,Mks1,Krt17,130000.0,7,29.3
3T3,Mks1,SP|A5JUZ1|A5JUZ1_MOUSE,ENSMUSG00000034121,ENSMUSG00000020460,Mks1,Rps27a,100000.0,16,16.0
3T3,Mks1,SP|Q3TFF0|Q3TFF0_MOUSE,ENSMUSG00000034121,ENSMUSG00000031701,Mks1,Dnaja2,7300.0,2,5.1
3T3,Nphp1,SP|P07091|S10A4_MOUSE,ENSMUSG00000027378,ENSMUSG00000001020,Nphp1,S100a4,25000.0,4,16.8
3T3,Nphp1,SP|A0JLV3|A0JLV3_MOUSE,ENSMUSG00000027378,ENSMUSG00000069314,Nphp1,Hist1h2bf,280000.0,11,42.1
3T3,Nphp1,SP|A2A7H0|A2A7H0_MOUSE,ENSMUSG00000027378,ENSMUSG00000055401,Nphp1,Fbxo6,14000.0,2,6.1
3T3,Nphp1,SP|P05213|TBA1B_MOUSE,ENSMUSG00000027378,ENSMUSG00000023004,Nphp1,Tuba1b,310000.0,34,21.7
3T3,Nphp1,SP|Q8VHX6|FLNC_MOUSE,ENSMUSG00000027378,ENSMUSG00000068699,Nphp1,Flnc,20000.0,2,0.7
3T3,Nphp1,SP|Q3UHT9|Q3UHT9_MOUSE,ENSMUSG00000027378,ENSMUSG00000022443,Nphp1,Myh9,56000.0,7,3.9
3T3,Nphp1,SP|P48678|LMNA_MOUSE,ENSMUSG00000027378,ENSMUSG00000028063,Nphp1,Lmna,71000.0,6,29.1
3T3,Nphp1,SP|P06151|LDHA_MOUSE,ENSMUSG00000027378,ENSMUSG00000063229,Nphp1,Ldha,20000.0,2,8.9
3T3,Nphp1,SP|Q6NXH9|Q6NXH9_MOUSE,ENSMUSG00000027378,ENSMUSG00000063661,Nphp1,Krt73,81000.0,10,7.4
3T3,Nphp1,SP|P20152|VIME_MOUSE,ENSMUSG00000027378,ENSMUSG00000026728,Nphp1,Vim,580000.0,41,40.2
3T3,Nphp1,SP|P62204|CALM_MOUSE,ENSMUSG00000027378,ENSMUSG00000036438,Nphp1,Calm3,140000.0,12,32.9
3T3,Nphp1,SP|P04104|K2C1_MOUSE,ENSMUSG00000027378,ENSMUSG00000046834,Nphp1,Krt1,2000000.0,68,3.8
3T3,Nphp1,SP|Q08EK4|Q08EK4_MOUSE,ENSMUSG00000027378,ENSMUSG00000067594,Nphp1,Krt77,110000.0,4,5.2
3T3,Nphp1,SP|P52480|KPYM_MOUSE,ENSMUSG00000027378,ENSMUSG00000032294,Nphp1,Pkm2,19000.0,2,4.3
3T3,Nphp1,SP|A2A513|A2A513_MOUSE,ENSMUSG00000027378,ENSMUSG00000019761,Nphp1,Krt10,1100000.0,89,19.3
3T3,Nphp1,SP|A2AM57|A2AM57_MOUSE,ENSMUSG00000027378,ENSMUSG00000028344,Nphp1,Nphp2,38000000.0,696,53.5
3T3,Nphp1,SP|P07356|ANXA2_MOUSE,ENSMUSG00000027378,ENSMUSG00000032231,Nphp1,Anxa2,81000.0,9,38.6
3T3,Nphp1,SP|A2AUF6|A2AUF6_MOUSE,ENSMUSG00000027378,ENSMUSG00000026864,Nphp1,Hspa5,370000.0,33,27.5
3T3,Nphp1,SP|P10107|ANXA1_MOUSE,ENSMUSG00000027378,ENSMUSG00000024659,Nphp1,Anxa1,19000.0,2,6.1
3T3,Nphp1,SP|P10126|EF1A1_MOUSE,ENSMUSG00000027378,ENSMUSG00000037742,Nphp1,Eef1a1,84000.0,8,12.1
3T3,Nphp1,SP|Q3TTY5|K22E_MOUSE,ENSMUSG00000027378,ENSMUSG00000064201,Nphp1,Krt2,200000.0,19,5.9
3T3,Nphp1,SP|A0AUM5|A0AUM5_MOUSE,ENSMUSG00000027378,ENSMUSG00000060093,Nphp1,Hist1h4h,540000.0,29,58.3
3T3,Nphp1,SP|Q8CG73|FTM_MOUSE,ENSMUSG00000027378,ENSMUSG00000033282,Nphp1,Nphp8,7800000.0,316,44.9
3T3,Nphp1,SP|Q32P04|Q32P04_MOUSE,ENSMUSG00000027378,ENSMUSG00000061527,Nphp1,Krt5,170000.0,12,7.1
3T3,Nphp1,SP|Q3UM23|Q3UM23_MOUSE,ENSMUSG00000027378,ENSMUSG00000038650,Nphp1,Rnh1,370000.0,23,23.0
3T3,Nphp1,SP|P58252|EF2_MOUSE,ENSMUSG00000027378,ENSMUSG00000034994,Nphp1,Eef2,28000.0,2,2.3
3T3,Nphp1,SP|Q0VF70|Q0VF70_MOUSE,ENSMUSG00000027378,ENSMUSG00000027378,Nphp1,Nphp1,420000000.0,1890,69.0
3T3,Nphp1,SP|P63038|CH60_MOUSE,ENSMUSG00000027378,ENSMUSG00000025980,Nphp1,Hspd1,34000.0,3,3.7
3T3,Nphp1,SP|A2A873|A2A873_MOUSE,ENSMUSG00000027378,ENSMUSG00000039577,Nphp1,Nphp4,8100000.0,342,29.9
3T3,Nphp1,SP|P11499|HS90B_MOUSE,ENSMUSG00000027378,ENSMUSG00000023944,Nphp1,Hsp90ab1,23000.0,3,7.9
3T3,Nphp1,SP|P38647|GRP75_MOUSE,ENSMUSG00000027378,ENSMUSG00000024359,Nphp1,Hspa9,31000.0,4,2.7
3T3,Nphp1,SP|Q6S385|Q6S385_MOUSE,ENSMUSG00000027378,ENSMUSG00000022565,Nphp1,Plec,88000.0,9,1.8
3T3,Nphp1,SP|A6H6A8|A6H6A8_MOUSE,ENSMUSG00000027378,ENSMUSG00000078088,Nphp1,Gapdh,90000.0,8,
3T3,Nphp1,SP|Q99LC4|Q99LC4_MOUSE,ENSMUSG00000027378,ENSMUSG00000076614,Nphp1,Ighg1,88000.0,4,3.7
3T3,Nphp1,SP|Q9QZ83|Q9QZ83_MOUSE,ENSMUSG00000027378,ENSMUSG00000062825,Nphp1,Actg1,16000.0,3,29.1
3T3,Nphp1,SP|Q91YN9|BAG2_MOUSE,ENSMUSG00000027378,ENSMUSG00000042215,Nphp1,Bag2,57000.0,7,23.3
3T3,Nphp1,SP|A0AUV1|A0AUV1_MOUSE,ENSMUSG00000027378,ENSMUSG00000071516,Nphp1,Hist1h2ac,400000.0,16,26.9
3T3,Nphp1,SP|P99024|TBB5_MOUSE,ENSMUSG00000027378,ENSMUSG00000001525,Nphp1,Tubb5,150000.0,12,21.4
3T3,Nphp1,SP|P63017|HSP7C_MOUSE,ENSMUSG00000027378,ENSMUSG00000015656,Nphp1,Hspa8,4400000.0,196,53.4
3T3,Nphp1,SP|P60710|ACTB_MOUSE,ENSMUSG00000027378,ENSMUSG00000029580,Nphp1,Actb,1000000.0,55,40.8
3T3,Nphp1,SP|A5JUZ1|A5JUZ1_MOUSE,ENSMUSG00000027378,ENSMUSG00000020460,Nphp1,Rps27a,260000.0,24,30.1
3T3,Nphp1,SP|P07724|ALBU_MOUSE,ENSMUSG00000027378,ENSMUSG00000029368,Nphp1,Alb,620000.0,14,6.6
3T3,Nphp1,SP|P01027|CO3_MOUSE,ENSMUSG00000027378,ENSMUSG00000024164,Nphp1,C3,200000.0,17,4.4
3T3,Nphp1,SP|P45376|ALDR_MOUSE,ENSMUSG00000027378,ENSMUSG00000001642,Nphp1,Akr1b3,68000.0,5,10.8
3T3,Nphp1,SP|A1L0U3|A1L0U3_MOUSE,ENSMUSG00000027378,ENSMUSG00000059309,Nphp1,Hist2h3c2-ps,140000.0,4,16.9
3T3,Nphp2,SP|Q8VED5|Q8VED5_MOUSE,ENSMUSG00000028344,ENSMUSG00000061397,Nphp2,Krt79,39000.0,4,5.5
3T3,Nphp2,SP|P04104|K2C1_MOUSE,ENSMUSG00000028344,ENSMUSG00000046834,Nphp2,Krt1,1600000.0,92,6.3
3T3,Nphp2,SP|A2A4G4|A2A4G4_MOUSE,ENSMUSG00000028344,ENSMUSG00000045545,Nphp2,Krt14,140000.0,28,14.5
3T3,Nphp2,SP|Q3UV17|Q3UV17_MOUSE,ENSMUSG00000028344,ENSMUSG00000075402,Nphp2,Krt76,620000.0,32,5.9
3T3,Nphp2,SP|A2A513|A2A513_MOUSE,ENSMUSG00000028344,ENSMUSG00000019761,Nphp2,Krt10,2500000.0,169,22.6
3T3,Nphp2,SP|A2AM57|A2AM57_MOUSE,ENSMUSG00000028344,ENSMUSG00000028344,Nphp2,Nphp2,39000000.0,1462,71.1
3T3,Nphp2,SP|P50446|K2C6A_MOUSE,ENSMUSG00000028344,ENSMUSG00000058354,Nphp2,Krt6a,13000.0,3,18.4
3T3,Nphp2,SP|A2A4G1|A2A4G1_MOUSE,ENSMUSG00000028344,ENSMUSG00000054146,Nphp2,Krt15,93000.0,8,7.5
3T3,Nphp2,SP|Q3TTY5|K22E_MOUSE,ENSMUSG00000028344,ENSMUSG00000064201,Nphp2,Krt2,450000.0,50,8.3
3T3,Nphp2,SP|A6H6D6|A6H6D6_MOUSE,ENSMUSG00000028344,ENSMUSG00000059668,Nphp2,Krt4,29000.0,5,9.7
3T3,Nphp2,SP|Q32P04|Q32P04_MOUSE,ENSMUSG00000028344,ENSMUSG00000061527,Nphp2,Krt5,620000.0,86,19.2
3T3,Nphp2,SP|A2A637|A2A637_MOUSE,ENSMUSG00000028344,ENSMUSG00000042678,Nphp2,Myo15,54000.0,4,1.7
3T3,Nphp2,SP|Q6NXH9|Q6NXH9_MOUSE,ENSMUSG00000028344,ENSMUSG00000063661,Nphp2,Krt73,220000.0,20,10.8
3T3,Nphp2,SP|Q2M1G8|Q2M1G8_MOUSE,ENSMUSG00000028344,ENSMUSG00000053654,Nphp2,Krt42,68000.0,13,15.0
3T3,Nphp3,SP|Q8CGY8|OGT1_MOUSE,ENSMUSG00000032558,ENSMUSG00000034160,Nphp3,Ogt,75000.0,20,10.5
3T3,Nphp3,SP|Q6NXH9|Q6NXH9_MOUSE,ENSMUSG00000032558,ENSMUSG00000063661,Nphp3,Krt73,22000.0,7,6.1
3T3,Nphp3,SP|Q8VED5|Q8VED5_MOUSE,ENSMUSG00000032558,ENSMUSG00000061397,Nphp3,Krt79,9700.0,3,6.2
3T3,Nphp3,SP|Q792Z1|Q792Z1_MOUSE,ENSMUSG00000032558,ENSMUSG00000071521,Nphp3,Gm5409,31000.0,9,14.6
3T3,Nphp3,SP|P04104|K2C1_MOUSE,ENSMUSG00000032558,ENSMUSG00000046834,Nphp3,Krt1,210000.0,42,3.8
3T3,Nphp3,SP|Q08EK4|Q08EK4_MOUSE,ENSMUSG00000032558,ENSMUSG00000067594,Nphp3,Krt77,130000.0,15,3.8
3T3,Nphp3,SP|A2A513|A2A513_MOUSE,ENSMUSG00000032558,ENSMUSG00000019761,Nphp3,Krt10,200000.0,51,14.1
3T3,Nphp3,SP|A2AM57|A2AM57_MOUSE,ENSMUSG00000032558,ENSMUSG00000028344,Nphp3,Nphp2,2200000.0,255,50.8
3T3,Nphp3,SP|Q9CPN9|Q9CPN9_MOUSE,ENSMUSG00000032558,ENSMUSG00000029882,Nphp3,2210010C04Rik,280000.0,48,10.5
3T3,Nphp3,SP|Q9Z1R9|Q9Z1R9_MOUSE,ENSMUSG00000032558,ENSMUSG00000062751,Nphp3,Prss1,13000000.0,250,11.0
3T3,Nphp3,SP|Q3V2E0|Q3V2E0_MOUSE,ENSMUSG00000032558,ENSMUSG00000036938,Nphp3,Try5,350000.0,24,11.0
3T3,Nphp3,SP|Q3TTY5|K22E_MOUSE,ENSMUSG00000032558,ENSMUSG00000064201,Nphp3,Krt2,25000.0,8,4.5
3T3,Nphp3,SP|P63017|HSP7C_MOUSE,ENSMUSG00000032558,ENSMUSG00000015656,Nphp3,Hspa8,26000.0,8,20.7
3T3,Nphp3,SP|Q7TT42|Q7TT42_MOUSE,ENSMUSG00000032558,ENSMUSG00000036996,Nphp3,1810009J06Rik,20000.0,5,9.7
3T3,Nphp3,SP|Q32P04|Q32P04_MOUSE,ENSMUSG00000032558,ENSMUSG00000061527,Nphp3,Krt5,66000.0,17,5.7
3T3,Nphp3,SP|Q7TNH6|NPHP3_MOUSE,ENSMUSG00000032558,ENSMUSG00000032558,Nphp3,Nphp3,37000000.0,1890,58.1
3T3,Nphp4,SP|Q32MV2|Q32MV2_MOUSE,ENSMUSG00000039577,ENSMUSG00000049548,Nphp4,Krt82,34000.0,3,4.1
3T3,Nphp4,SP|Q497I4|Q497I4_MOUSE,ENSMUSG00000039577,ENSMUSG00000048013,Nphp4,Krt35,150000.0,4,13.2
3T3,Nphp4,SP|Q3SYP5|Q3SYP5_MOUSE,ENSMUSG00000039577,ENSMUSG00000053797,Nphp4,Krt16,78000.0,10,18.3
3T3,Nphp4,SP|Q3TBQ4|Q3TBQ4_MOUSE,ENSMUSG00000039577,ENSMUSG00000017774,Nphp4,Myo1c,61000.0,9,8.9
3T3,Nphp4,SP|Q3UGC2|Q3UGC2_MOUSE,ENSMUSG00000039577,ENSMUSG00000031078,Nphp4,Cttn,37000.0,6,10.4
3T3,Nphp4,SP|P05213|TBA1B_MOUSE,ENSMUSG00000039577,ENSMUSG00000023004,Nphp4,Tuba1b,29000.0,5,6.7
3T3,Nphp4,SP|A2APS1|A2APS1_MOUSE,ENSMUSG00000039577,ENSMUSG00000027378,Nphp4,Nphp1,8200000.0,307,63.4
3T3,Nphp4,SP|Q61495|DSG1A_MOUSE,ENSMUSG00000039577,ENSMUSG00000069441,Nphp4,Dsg1a,62000.0,5,3.2
3T3,Nphp4,SP|Q8VHX6|FLNC_MOUSE,ENSMUSG00000039577,ENSMUSG00000068699,Nphp4,Flnc,30000.0,7,4.4
3T3,Nphp4,SP|Q8BT15|Q8BT15_MOUSE,ENSMUSG00000039577,ENSMUSG00000023022,Nphp4,Lima1,57000.0,7,8.9
3T3,Nphp4,SP|A1L0X5|A1L0X5_MOUSE,ENSMUSG00000039577,ENSMUSG00000050463,Nphp4,Krt78,500000.0,14,1.8
3T3,Nphp4,SP|Q3UHT9|Q3UHT9_MOUSE,ENSMUSG00000039577,ENSMUSG00000022443,Nphp4,Myh9,1400000.0,111,35.8
3T3,Nphp4,SP|Q9CV95|Q9CV95_MOUSE,ENSMUSG00000039577,ENSMUSG00000054889,Nphp4,Dsp,75000.0,5,1.4
3T3,Nphp4,SP|Q6NXH9|Q6NXH9_MOUSE,ENSMUSG00000039577,ENSMUSG00000063661,Nphp4,Krt73,270000.0,11,9.5
3T3,Nphp4,SP|P20152|VIME_MOUSE,ENSMUSG00000039577,ENSMUSG00000026728,Nphp4,Vim,100000.0,15,25.2
3T3,Nphp4,SP|Q2M1G8|Q2M1G8_MOUSE,ENSMUSG00000039577,ENSMUSG00000053654,Nphp4,Krt42,260000.0,17,26.1
3T3,Nphp4,SP|Q3UH59|Q3UH59_MOUSE,ENSMUSG00000039577,ENSMUSG00000020900,Nphp4,Myh10,7000000.0,286,51.5
3T3,Nphp4,SP|P04104|K2C1_MOUSE,ENSMUSG00000039577,ENSMUSG00000046834,Nphp4,Krt1,6300000.0,73,6.6
3T3,Nphp4,SP|P97861|KRT86_MOUSE,ENSMUSG00000039577,ENSMUSG00000067614,Nphp4,Krt86,81000.0,5,17.8
3T3,Nphp4,SP|A3KGU5|A3KGU5_MOUSE,ENSMUSG00000039577,ENSMUSG00000057738,Nphp4,Spna2,140000.0,20,8.1
3T3,Nphp4,SP|A2A513|A2A513_MOUSE,ENSMUSG00000039577,ENSMUSG00000019761,Nphp4,Krt10,10000000.0,99,28.9
3T3,Nphp4,SP|P07356|ANXA2_MOUSE,ENSMUSG00000039577,ENSMUSG00000032231,Nphp4,Anxa2,36000.0,5,19.3
3T3,Nphp4,SP|A2AUF6|A2AUF6_MOUSE,ENSMUSG00000039577,ENSMUSG00000026864,Nphp4,Hspa5,64000.0,11,20.6
3T3,Nphp4,SP|P10107|ANXA1_MOUSE,ENSMUSG00000039577,ENSMUSG00000024659,Nphp4,Anxa1,13000.0,3,5.5
3T3,Nphp4,SP|P68372|TBB2C_MOUSE,ENSMUSG00000039577,ENSMUSG00000036752,Nphp4,Tubb2c,66000.0,13,12.4
3T3,Nphp4,SP|Q80X90|FLNB_MOUSE,ENSMUSG00000039577,ENSMUSG00000025278,Nphp4,Flnb,77000.0,12,5.2
3T3,Nphp4,SP|A2A4G1|A2A4G1_MOUSE,ENSMUSG00000039577,ENSMUSG00000054146,Nphp4,Krt15,3900000.0,18,10.2
3T3,Nphp4,SP|Q3TTY5|K22E_MOUSE,ENSMUSG00000039577,ENSMUSG00000064201,Nphp4,Krt2,3500000.0,39,11.7
3T3,Nphp4,SP|Q05CR3|Q05CR3_MOUSE,ENSMUSG00000039577,ENSMUSG00000022565,Nphp4,Plec,28000.0,3,27.5
3T3,Nphp4,SP|A2A5X8|A2A5X8_MOUSE,ENSMUSG00000039577,ENSMUSG00000057723,Nphp4,Krt33b,87000.0,7,15.1
3T3,Nphp4,SP|Q8CG73|FTM_MOUSE,ENSMUSG00000039577,ENSMUSG00000033282,Nphp4,Nphp8,120000.0,18,9.7
3T3,Nphp4,SP|A2A4H7|A2A4H7_MOUSE,ENSMUSG00000039577,ENSMUSG00000001552,Nphp4,Jup,310000.0,30,21.3
3T3,Nphp4,SP|Q3UM23|Q3UM23_MOUSE,ENSMUSG00000039577,ENSMUSG00000038650,Nphp4,Rnh1,45000.0,8,12.9
3T3,Nphp4,SP|Q32P04|Q32P04_MOUSE,ENSMUSG00000039577,ENSMUSG00000061527,Nphp4,Krt5,3200000.0,121,28.6
3T3,Nphp4,SP|Q71LX8|Q71LX8_MOUSE,ENSMUSG00000039577,ENSMUSG00000023944,Nphp4,Hsp90ab1,29000.0,6,6.8
3T3,Nphp4,SP|A2A4G0|A2A4G0_MOUSE,ENSMUSG00000039577,ENSMUSG00000044041,Nphp4,Krt13,30000.0,4,15.1
3T3,Nphp4,SP|Q62261|SPTB2_MOUSE,ENSMUSG00000039577,ENSMUSG00000020315,Nphp4,Spnb2,170000.0,26,12.1
3T3,Nphp4,SP|Q3THE2|MLRB_MOUSE,ENSMUSG00000039577,ENSMUSG00000034868,Nphp4,Myl12b,19000.0,4,18.6
3T3,Nphp4,SP|P68033|ACTC_MOUSE,ENSMUSG00000039577,ENSMUSG00000068614,Nphp4,Actc1,440000.0,10,48.8
